0.15373886,-0.4884349,9.8632145,-0.0027488125,-0.0010689828,-3.0542363E-4,6
0.15373886,-0.4884349,9.8632145,-0.003206948,-7.635591E-4,-3.0542363E-4,6
0.15194423,-0.4755735,9.861121,-0.003206948,-7.635591E-4,-3.0542363E-4,6
0.15583257,-0.48035914,9.861719,-0.003206948,-7.635591E-4,-3.0542363E-4,6
0.15583257,-0.48035914,9.861719,-0.0018325418,-0.0012216945,-3.0542363E-4,6
0.15583257,-0.48035914,9.861719,-0.0022906773,-0.012980504,3.0542363E-4,6
0.15523437,-0.4953143,9.856036,-0.0022906773,-0.012980504,3.0542363E-4,6
0.9305089,-1.6779668,9.854541,-0.0022906773,-0.012980504,3.0542363E-4,6
0.9305089,-1.6779668,9.854541,-0.34680852,-0.61222166,0.9116895,6
0.9305089,-1.6779668,9.854541,1.0630269,-1.1644276,-0.09162709,6
2.8142586,-1.4207385,11.283654,1.0630269,-1.1644276,-0.09162709,6
4.160221,1.2864413,8.098807,1.0630269,-1.1644276,-0.09162709,6
4.160221,1.2864413,8.098807,0.99171054,-0.0787993,-0.907719,6
4.160221,1.2864413,8.098807,0.056656085,-0.14660335,-0.7834116,6
3.199204,2.4729822,7.556534,0.056656085,-0.14660335,-0.7834116,6
1.5774683,3.473182,8.52114,0.056656085,-0.14660335,-0.7834116,6
1.5774683,3.473182,8.52114,0.009468133,-0.083075225,-0.8417475,6
1.5774683,3.473182,8.52114,-0.45416492,-0.53326964,-0.19959435,6
1.4940187,3.8084764,7.7237325,-0.45416492,-0.53326964,-0.19959435,6
2.714059,2.990131,8.638389,-0.45416492,-0.53326964,-0.19959435,6
2.714059,2.990131,8.638389,-0.6300889,-0.1771457,-0.09193251,6
2.714059,2.990131,8.638389,-0.53449136,0.10445488,0.013896775,6
2.2827528,1.9914266,9.749257,-0.53449136,0.10445488,0.013896775,6
2.9712875,1.1602199,9.21476,-0.53449136,0.10445488,0.013896775,6
2.9712875,1.1602199,9.21476,-0.4187358,-0.05131117,0.16859384,6
2.9712875,1.1602199,9.21476,-0.2327328,-0.12888877,0.24800399,6
3.1031919,0.5174479,9.880862,-0.2327328,-0.12888877,0.24800399,6
3.4719856,0.09272188,9.621839,-0.2327328,-0.12888877,0.24800399,6
