-1.9549361,3.8641095,7.9011,0.3967453,-0.7896728,0.24510247,2
-0.637089,4.273282,8.851051,0.3967453,-0.7896728,0.24510247,2
-0.637089,4.273282,8.851051,-0.18920994,0.26510772,-0.12323844,2
-0.9128618,4.258626,8.439486,-0.18920994,0.26510772,-0.12323844,2
-0.9128618,4.258626,8.439486,0.2780882,-0.108425386,-0.032222193,2
-0.9128618,4.258626,8.439486,0.12552911,0.055281676,-0.21303298,2
-0.8141579,4.7578287,7.9627156,0.12552911,0.055281676,-0.21303298,2
-0.8141579,4.7578287,7.9627156,-0.026571855,0.10827268,-0.1111742,2
-1.4503496,4.808078,7.895417,-0.026571855,0.10827268,-0.1111742,2
-1.4503496,4.808078,7.895417,0.0361927,-0.63573927,-0.2159345,2
-1.288535,3.7893338,7.7413793,0.0361927,-0.63573927,-0.2159345,2
-0.55423754,5.341378,8.829216,0.0361927,-0.63573927,-0.2159345,2
-0.55423754,5.341378,8.829216,-0.06902574,-0.06398625,-0.035887275,2
-0.9912268,4.5622153,8.518449,-0.06902574,-0.06398625,-0.035887275,2
-0.9912268,4.5622153,8.518449,0.13789877,-0.24464433,-0.21898875,2
-0.8982058,4.322335,7.359425,0.13789877,-0.24464433,-0.21898875,2
-0.8982058,4.322335,7.359425,-0.11957335,-0.07986828,0.21165858,2
1.0166506,4.7482576,9.606585,-0.11957335,-0.07986828,0.21165858,2
0.39182472,4.365705,8.144271,-0.11957335,-0.07986828,0.21165858,2
0.39182472,4.365705,8.144271,0.079715565,0.1681357,-0.028404398,2
0.39182472,4.365705,8.144271,0.023364907,0.103080474,-0.045049984,2
0.106480606,4.4404807,8.232805,0.023364907,0.103080474,-0.045049984,2
-0.19531415,4.2311087,8.011469,0.023364907,0.103080474,-0.045049984,2
-0.19531415,4.2311087,8.011469,-0.115908265,0.12751436,0.03436016,2
-0.19531415,4.2311087,8.011469,-0.22540264,-0.28984702,0.106745556,2
0.20608185,3.8629131,8.1682,-0.22540264,-0.28984702,0.106745556,2
0.20608185,3.8629131,8.1682,0.6833854,-3.4335725,2.9951367,2
1.1850454,-6.155237,1.0959128,0.6833854,-3.4335725,2.9951367,2
1.1850454,-6.155237,1.0959128,0.60932016,-2.6968906,7.0760546,2
23.651855,-10.968998,5.6063833,0.60932016,-2.6968906,7.0760546,2
