-2.2130618,3.132803,8.685647,0.004123219,-0.17806198,-0.2948865,3
-2.2130618,3.132803,8.685647,-0.065513365,0.22402823,-0.71010995,3
-1.2813566,2.804388,8.767601,-0.065513365,0.22402823,-0.71010995,3
-1.2813566,2.804388,8.767601,0.2301367,-1.109604,-1.4031161,3
-1.4799608,2.0817556,8.453544,0.2301367,-1.109604,-1.4031161,3
-1.8203398,0.9379865,8.812167,0.2301367,-1.109604,-1.4031161,3
-1.8203398,0.9379865,8.812167,-0.7614211,-0.7901309,-0.6184828,3
-1.8203398,0.9379865,8.812167,-0.47401747,-1.4521366,0.2325801,3
0.26979074,0.4319045,10.489536,-0.47401747,-1.4521366,0.2325801,3
0.26979074,0.4319045,10.489536,-0.46378577,0.1873774,7.635591E-4,3
1.4321043,0.55782676,10.499407,-0.46378577,0.1873774,7.635591E-4,3
1.4321043,0.55782676,10.499407,0.18569757,0.56595,0.55800897,3
0.5841478,-0.78693956,10.442876,0.18569757,0.56595,0.55800897,3
0.04516453,-0.6164509,9.543175,0.18569757,0.56595,0.55800897,3
0.04516453,-0.6164509,9.543175,0.5088358,-0.20127417,0.2817533,3
-0.2015953,-0.45014977,10.421939,0.5088358,-0.20127417,0.2817533,3
-0.2015953,-0.45014977,10.421939,0.0035123718,0.26953635,0.33367532,3
-0.2015953,-0.45014977,10.421939,0.06994201,0.34894648,0.4263714,3
-0.13399807,0.47018966,9.293723,0.06994201,0.34894648,0.4263714,3
-0.44506502,0.43758744,10.208978,0.06994201,0.34894648,0.4263714,3
-0.44506502,0.43758744,10.208978,0.14293826,-0.131943,0.1111742,3
-0.44506502,0.43758744,10.208978,0.10613471,0.2947338,0.114839286,3
-0.5315057,0.75224364,9.755837,0.10613471,0.2947338,0.114839286,3
-0.6550352,0.9382856,9.123235,0.10613471,0.2947338,0.114839286,3
-0.6550352,0.9382856,9.123235,0.01099525,0.060321167,0.048409645,3
-0.6550352,0.9382856,9.123235,-1.5271181E-4,0.05131117,0.14614521,3
-1.5436697,-0.51535416,9.83151,-1.5271181E-4,0.05131117,0.14614521,3
-1.5436697,-0.51535416,9.83151,2.5113459,-5.251912,6.759025,3
