gx,gy,gz,ax,ay,az,label
7.970193,-19.23321,-0.7815557,-2.2441,-1.0712733,-3.141282,2
7.970193,-19.23321,-0.7815557,1.0537115,0.31748787,0.43645036,2
-1.2999009,-7.545467,-0.2222334,1.0537115,0.31748787,0.43645036,2
-1.2999009,-7.545467,-0.2222334,0.74385923,1.624701,2.0718412,2
9.292527,-16.137794,0.6984051,0.74385923,1.624701,2.0718412,2
9.292527,-16.137794,0.6984051,-0.3422272,-0.68582875,0.1601947,2
9.292527,-16.137794,0.6984051,-1.5072656,-1.2416998,-3.165563,2
7.387242,-6.8668027,-2.8241289,-1.5072656,-1.2416998,-3.165563,2
7.387242,-6.8668027,-2.8241289,0.8999307,1.7441217,0.47768256,2
0.58713883,-11.954841,1.4479568,0.8999307,1.7441217,0.47768256,2
0.58713883,-11.954841,1.4479568,0.616803,0.58442813,3.0977592,2
1.2843475,-10.024731,-0.28414768,0.616803,0.58442813,3.0977592,2
1.2843475,-10.024731,-0.28414768,-1.0222529,-1.0816578,-0.90802443,2
11.649158,-14.178072,-0.68853474,-1.0222529,-1.0816578,-0.90802443,2
6.9191456,-13.713566,-2.8992038,-1.0222529,-1.0816578,-0.90802443,2
6.9191456,-13.713566,-2.8992038,-0.6140542,-0.4756973,-2.3340473,2
-1.9549361,-5.029713,2.399702,-0.6140542,-0.4756973,-2.3340473,2
-1.9549361,-5.029713,2.399702,0.51876205,1.5784293,0.31473905,2
4.0944185,-14.913865,-0.07537391,0.51876205,1.5784293,0.31473905,2
4.0944185,-14.913865,-0.07537391,0.9075663,0.35902548,3.0985227,2
11.700006,-8.663513,-2.4822545,0.9075663,0.35902548,3.0985227,2
11.700006,-8.663513,-2.4822545,-1.8630842,-0.45523393,-1.8328472,2
6.3885374,-18.495024,-3.4767714,-1.8630842,-0.45523393,-1.8328472,2
6.3885374,-18.495024,-3.4767714,0.09315421,0.31962582,-1.6117204,2
6.3885374,-18.495024,-3.4767714,0.5387673,1.584385,0.04199575,2
-2.4966114,-1.2981063,0.050249275,0.5387673,1.584385,0.04199575,2
2.9817562,-19.941484,2.8959136,0.5387673,1.584385,0.04199575,2
2.9817562,-19.941484,2.8959136,0.38437563,1.3127108,2.9613874,2
13.430914,-5.276174,-3.135495,0.38437563,1.3127108,2.9613874,2
13.430914,-5.276174,-3.135495,-2.6229782,-0.60031015,-2.4563696,2
7.266105,-19.862522,-3.3670006,-2.6229782,-0.60031015,-2.4563696,2
7.266105,-19.862522,-3.3670006,0.69468606,-1.0225583,-0.40025768,2
7.266105,-19.862522,-3.3670006,-0.17882554,1.3542484,0.5867188,2
-1.1829517,-0.23479572,1.2155539,-0.17882554,1.3542484,0.5867188,2
-1.1829517,-0.23479572,1.2155539,0.8721372,-1.112811,2.7365956,2
6.1342998,-18.812372,1.5801603,0.8721372,-1.112811,2.7365956,2
6.1342998,-18.812372,1.5801603,-2.3838315,-1.9237107,-3.2539833,2
6.5455666,-4.0513477,-4.792525,-2.3838315,-1.9237107,-3.2539833,2
11.739786,-19.805094,0.87248296,-2.3838315,-1.9237107,-3.2539833,2
11.739786,-19.805094,0.87248296,1.8336108,-0.5470137,-0.47752985,2
11.739786,-19.805094,0.87248296,0.68689775,1.6456225,0.8364026,2
-0.36610186,-3.472883,0.83988076,0.68689775,1.6456225,0.8364026,2
-0.36610186,-3.472883,0.83988076,0.8376243,-0.7904363,1.0616525,2
6.153742,-19.377975,1.3746766,0.8376243,-0.7904363,1.0616525,2
6.153742,-19.377975,1.3746766,-1.7774128,-0.9654441,-3.2616189,2
5.172684,-1.57358,-3.4390843,-1.7774128,-0.9654441,-3.2616189,2
5.172684,-1.57358,-3.4390843,0.6458183,0.9295568,0.63497573,2
6.1591253,-21.369701,-0.849452,0.6458183,0.9295568,0.63497573,2
-1.0929217,-3.9954157,-0.7160522,0.6458183,0.9295568,0.63497573,2
-1.0929217,-3.9954157,-0.7160522,0.48821968,2.3508456,0.8962656,2
-1.0929217,-3.9954157,-0.7160522,-0.053449135,0.7585196,0.99445933,2
9.567402,-17.549858,3.7178483,-0.053449135,0.7585196,0.99445933,2
9.567402,-17.549858,3.7178483,-2.0206828,-0.93001497,-3.9543197,2
6.8039913,-0.70977104,-3.4097722,-2.0206828,-0.93001497,-3.9543197,2
6.8039913,-0.70977104,-3.4097722,0.30175856,0.40926766,0.70171076,2
9.365209,-23.368904,-1.0830513,0.30175856,0.40926766,0.70171076,2
-1.9998015,-5.948557,2.152344,0.30175856,0.40926766,0.70171076,2
-1.9998015,-5.948557,2.152344,-0.032222193,2.854184,2.434379,2
12.233904,-15.957136,1.1452647,-0.032222193,2.854184,2.434379,2
12.233904,-15.957136,1.1452647,-0.2858765,-0.5160132,0.6142069,2
5.819644,-2.416751,-3.9373896,-0.2858765,-0.5160132,0.6142069,2
5.819644,-2.416751,-3.9373896,-2.5020304,-1.2012311,-3.1518192,2
5.819644,-2.416751,-3.9373896,0.87351155,-0.5167768,0.9147438,2
6.821339,-16.796719,1.1419746,0.87351155,-0.5167768,0.9147438,2
-1.6914265,-7.8849487,-0.1591227,0.87351155,-0.5167768,0.9147438,2
-1.6914265,-7.8849487,-0.1591227,0.9320002,0.7652389,2.2059221,2
-1.6914265,-7.8849487,-0.1591227,-0.5706841,-1.1076188,0.22311196,2
10.744371,-15.179768,-0.6023931,-0.5706841,-1.1076188,0.22311196,2
8.539984,-6.1250277,-2.3252254,-0.5706841,-1.1076188,0.22311196,2
8.539984,-6.1250277,-2.3252254,-1.1535851,-1.9056908,-3.2776537,2
8.539984,-6.1250277,-2.3252254,1.1233481,0.80860907,0.2622062,2
2.5411777,-12.886546,1.0402796,1.1233481,0.80860907,0.2622062,2
2.5411777,-12.886546,1.0402796,1.3588297,0.28373855,2.6481755,2
0.8001001,-9.9682,0.8219346,1.3588297,0.28373855,2.6481755,2
0.8001001,-9.9682,0.8219346,-0.52670306,-0.81151056,-0.45981526,2
9.88475,-14.514563,-1.1826526,-0.52670306,-0.81151056,-0.45981526,2
6.5832534,-8.929715,-2.3365912,-0.52670306,-0.81151056,-0.45981526,2
6.5832534,-8.929715,-2.3365912,-1.0112576,-0.6838435,-2.9138942,2
6.5832534,-8.929715,-2.3365912,0.46378577,1.7908515,0.31199023,2
0.91854477,-10.5029955,0.040977087,0.46378577,1.7908515,0.31199023,2
1.867598,-10.026226,-0.0849452,0.46378577,1.7908515,0.31199023,2
1.867598,-10.026226,-0.0849452,0.9266553,0.88985175,2.798444,2
1.867598,-10.026226,-0.0849452,-1.0356915,-0.48302746,-0.74508095,2
11.5722885,-15.090635,-0.32033914,-1.0356915,-0.48302746,-0.74508095,2
11.5722885,-15.090635,-0.32033914,-1.0222529,-0.961779,-2.7208664,2
7.1545396,-9.372088,-2.41376,-1.0222529,-0.961779,-2.7208664,2
0.03798606,-9.014959,1.3908281,-1.0222529,-0.961779,-2.7208664,2
0.03798606,-9.014959,1.3908281,0.7235486,2.2431839,0.56029963,2
4.706981,-11.499308,-1.0375878,0.7235486,2.2431839,0.56029963,2
4.706981,-11.499308,-1.0375878,0.5431959,1.0705098,2.5434153,2
4.706981,-11.499308,-1.0375878,-0.6533011,-0.080326416,-0.2301367,2
9.038888,-14.571393,1.4264214,-0.6533011,-0.080326416,-0.2301367,2
9.038888,-14.571393,1.4264214,-1.5280344,-0.31596074,-2.9172537,2
5.4628143,-7.2086773,-2.062314,-1.5280344,-0.31596074,-2.9172537,2
5.4628143,-7.2086773,-2.062314,0.44286427,1.2736166,0.30313295,2
4.234698,-14.040485,-0.82013994,0.44286427,1.2736166,0.30313295,2
4.234698,-14.040485,-0.82013994,0.47752985,1.191763,1.7409147,2
3.6281173,-8.449356,0.15643078,0.47752985,1.191763,1.7409147,2
3.6281173,-8.449356,0.15643078,-0.38483378,0.22463907,0.79257435,2
7.012466,-15.568302,1.1446666,-0.38483378,0.22463907,0.79257435,2
5.229813,-1.4264214,-3.4809587,-0.38483378,0.22463907,0.79257435,2
5.229813,-1.4264214,-3.4809587,-2.128192,-0.6678088,-3.313541,2
5.229813,-1.4264214,-3.4809587,1.2192512,-0.044439137,1.1957335,2
9.554541,-19.344774,-1.3809577,1.2192512,-0.044439137,1.1957335,2
0.4004987,-4.421936,-1.4437693,1.2192512,-0.044439137,1.1957335,2
0.4004987,-4.421936,-1.4437693,-0.072538115,2.0038843,0.8205206,2
0.4004987,-4.421936,-1.4437693,0.16767757,0.50608695,2.2873175,2
5.785247,-18.464216,4.084249,0.16767757,0.50608695,2.2873175,2
5.785247,-18.464216,4.084249,-2.0529048,-0.86160004,-2.8149369,2
7.6214395,-1.5753746,-3.690929,-2.0529048,-0.86160004,-2.8149369,2
7.6214395,-1.5753746,-3.690929,0.99552834,-0.55755085,-0.56930965,2
9.795917,-22.099213,-1.5481563,0.99552834,-0.55755085,-0.56930965,2
9.795917,-22.099213,-1.5481563,0.052532863,1.028514,-0.1281252,2
-2.7723842,0.5602196,1.16351,0.052532863,1.028514,-0.1281252,2
-2.7723842,0.5602196,1.16351,0.68170553,0.4796678,3.0053685,2
4.74078,-19.323837,2.2698913,0.68170553,0.4796678,3.0053685,2
4.74078,-19.323837,2.2698913,-1.7096088,-0.97613394,-1.2398672,2
9.642178,-5.7640104,-2.7795627,-1.7096088,-0.97613394,-1.2398672,2
9.642178,-5.7640104,-2.7795627,0.06673507,-0.50746137,-2.1912618,2
5.852844,-16.777874,-2.3844478,0.06673507,-0.50746137,-2.1912618,2
-0.75224364,-5.366802,0.7516454,0.06673507,-0.50746137,-2.1912618,2
-0.75224364,-5.366802,0.7516454,-0.051769305,0.37979427,-0.30221668,2
3.063112,-11.476874,-0.666102,-0.051769305,0.37979427,-0.30221668,2
3.063112,-11.476874,-0.666102,1.2203201,-1.074633,2.3500822,2
3.063112,-11.476874,-0.666102,-1.0682192,-2.2778494,0.29885703,2
11.830414,-12.749258,-2.425724,-1.0682192,-2.2778494,0.29885703,2
2.7619154,-8.897412,-0.08584251,-1.0682192,-2.2778494,0.29885703,2
2.7619154,-8.897412,-0.08584251,-0.15882029,-0.7391252,-2.258455,2
2.7619154,-8.897412,-0.08584251,1.5469707,-1.1809205,-0.5801522,2
4.503292,-13.755141,-0.53389853,1.5469707,-1.1809205,-0.5801522,2
0.19292133,-2.8869405,-1.7943178,1.5469707,-1.1809205,-0.5801522,2
0.19292133,-2.8869405,-1.7943178,0.30053684,-0.2895416,-0.15866758,2
0.19292133,-2.8869405,-1.7943178,0.98819816,-2.0258749,1.482679,2
9.631411,-20.23012,2.0153549,0.98819816,-2.0258749,1.482679,2
9.631411,-20.23012,2.0153549,-1.6434846,-1.8091769,-1.9993031,2
5.6730833,-5.0081778,-2.1278176,-1.6434846,-1.8091769,-1.9993031,2
5.6730833,-5.0081778,-2.1278176,1.854685,-2.1911092,-1.1067026,2
7.9043903,-16.240686,-1.4811572,1.854685,-2.1911092,-1.1067026,2
7.9043903,-16.240686,-1.4811572,0.27488127,0.2235701,-0.5212054,2
0.9586246,-5.0395837,-0.34965122,0.27488127,0.2235701,-0.5212054,2
0.9586246,-5.0395837,-0.34965122,1.1381612,-1.2924001,2.1362855,2
3.6203406,-14.621941,0.8742776,1.1381612,-1.2924001,2.1362855,2
8.732307,-8.685049,-1.8723837,1.1381612,-1.2924001,2.1362855,2
8.732307,-8.685049,-1.8723837,-1.3919683,-2.300298,-1.087919,2
8.732307,-8.685049,-1.8723837,0.9339855,-2.1097138,-2.150946,2
6.8365936,-14.408381,0.02961118,0.9339855,-2.1097138,-2.150946,2
6.8365936,-14.408381,0.02961118,0.26953635,0.5854971,-0.7507313,2
1.8224336,-7.766205,-1.1958131,0.26953635,0.5854971,-0.7507313,2
1.8224336,-7.766205,-1.1958131,1.3832636,-0.08628218,2.0455747,2
2.1936202,-10.714761,1.817947,1.3832636,-0.08628218,2.0455747,2
2.1936202,-10.714761,1.817947,-0.5438068,-1.2265813,-0.8437328,2
8.702995,-15.116358,-0.8700901,-0.5438068,-1.2265813,-0.8437328,2
8.702995,-15.116358,-0.8700901,-0.8263236,-1.02378,-2.574263,2
6.7872415,-8.205587,-1.4751751,-0.8263236,-1.02378,-2.574263,2
6.7872415,-8.205587,-1.4751751,0.5984776,2.4171226,0.10766183,2
2.2456641,-11.499008,-0.87637126,0.5984776,2.4171226,0.10766183,2
2.2456641,-11.499008,-0.87637126,0.49295375,1.9770072,1.6703619,2
5.88425,-9.955638,0.148355,0.49295375,1.9770072,1.6703619,2
5.88425,-9.955638,0.148355,-0.5120427,0.70659757,-0.08231167,2
6.2347984,-14.223536,3.0146575,-0.5120427,0.70659757,-0.08231167,2
5.643472,-1.998306,-3.7773697,-0.5120427,0.70659757,-0.08231167,2
5.643472,-1.998306,-3.7773697,-1.8995823,-0.28068432,-2.825474,2
6.3804617,-19.010677,0.025722843,-1.8995823,-0.28068432,-2.825474,2
6.3804617,-19.010677,0.025722843,0.022295926,1.8924048,0.65559185,2
6.3804617,-19.010677,0.025722843,-0.42896748,2.200119,1.6801354,2
2.4939194,-7.4739814,1.4240286,-0.42896748,2.200119,1.6801354,2
2.4939194,-7.4739814,1.4240286,-0.44805646,-0.40636614,0.9068028,2
8.846864,-15.198312,1.7063817,-0.44805646,-0.40636614,0.9068028,2
8.846864,-15.198312,1.7063817,-2.5037103,-0.67483354,-3.0076592,2
5.586344,-2.006681,-2.600101,-2.5037103,-0.67483354,-3.0076592,2
5.586344,-2.006681,-2.600101,0.6966713,0.020005248,0.9306258,2
6.296713,-19.554146,-0.20368902,0.6966713,0.020005248,0.9306258,2
6.296713,-19.554146,-0.20368902,0.59374356,0.5948125,1.0137011,2
-0.2760719,-2.4963121,-2.4717858,0.59374356,0.5948125,1.0137011,2
-0.2760719,-2.4963121,-2.4717858,0.03451287,-0.9631534,1.5857595,2
8.891729,-18.396917,3.5174494,0.03451287,-0.9631534,1.5857595,2
8.891729,-18.396917,3.5174494,-1.6370707,-2.3786392,-2.8092866,2
5.5313087,-2.140978,-2.7882366,-1.6370707,-2.3786392,-2.8092866,2
8.067102,-19.710577,0.8895318,-1.6370707,-2.3786392,-2.8092866,2
8.067102,-19.710577,0.8895318,1.099067,-0.838846,0.19302773,2
-1.7778672,-2.693421,-2.4430718,1.099067,-0.838846,0.19302773,2
-1.7778672,-2.693421,-2.4430718,0.42148462,1.5265073,0.6368083,2
-1.7778672,-2.693421,-2.4430718,0.49341187,-0.8909207,1.4909254,2
8.397013,-21.274885,3.3493536,0.49341187,-0.8909207,1.4909254,2
8.397013,-21.274885,3.3493536,-2.1396453,-1.3382137,-2.7005558,2
4.7572303,-2.1634107,-3.6729827,-2.1396453,-1.3382137,-2.7005558,2
8.166405,-20.08655,-1.4001004,-2.1396453,-1.3382137,-2.7005558,2
8.166405,-20.08655,-1.4001004,1.5413203,-0.2235701,-0.0051922016,2
8.166405,-20.08655,-1.4001004,-0.12461284,1.373032,0.16248538,2
1.4763715,-1.0758729,2.0602202,-0.12461284,1.373032,0.16248538,2
1.4763715,-1.0758729,2.0602202,1.09586,-0.73469657,2.1610248,2
4.584648,-19.655542,-0.13848461,1.09586,-0.73469657,2.1610248,2
4.584648,-19.655542,-0.13848461,-1.8406355,-1.1018157,-2.5174541,2
7.6666036,-3.5826538,-3.5865421,-1.8406355,-1.1018157,-2.5174541,2
7.6666036,-3.5826538,-3.5865421,1.1677872,0.42988375,-0.49387002,2
7.4997044,-20.220549,-1.3196417,1.1677872,0.42988375,-0.49387002,2
7.4997044,-20.220549,-1.3196417,0.23242739,1.4133478,-0.055281676,2
-0.064008005,-0.6771688,0.9236295,0.23242739,1.4133478,-0.055281676,2
-0.064008005,-0.6771688,0.9236295,0.2133384,0.78906196,2.3945212,2
3.6873398,-19.675882,1.9669002,0.2133384,0.78906196,2.3945212,2
3.6873398,-19.675882,1.9669002,-1.3589824,-0.14583978,-2.639471,2
9.923634,-3.3921251,-2.0949163,-1.3589824,-0.14583978,-2.639471,2
9.923634,-3.3921251,-2.0949163,-0.22082129,0.643833,-0.4201102,2
6.631708,-20.722443,-3.1540394,-0.22082129,0.643833,-0.4201102,2
6.631708,-20.722443,-3.1540394,-0.23593976,1.5509412,-0.097277425,2
-0.7055836,-1.0884352,1.3426726,-0.23593976,1.5509412,-0.097277425,2
-0.7055836,-1.0884352,1.3426726,-0.05375456,1.2603306,3.0304132,2
4.6145587,-18.803398,2.7909286,-0.05375456,1.2603306,3.0304132,2
4.6145587,-18.803398,2.7909286,-1.3531793,-0.49020493,-1.7997087,2
11.387443,-5.538487,-1.1832508,-1.3531793,-0.49020493,-1.7997087,2
6.6571317,-16.91247,-3.5596228,-1.3531793,-0.49020493,-1.7997087,2
6.6571317,-16.91247,-3.5596228,-0.21104772,-0.9630007,-1.5619365,2
6.6571317,-16.91247,-3.5596228,-0.08628218,1.183822,0.38559732,2
-1.5972091,-4.3555355,1.4880366,-0.08628218,1.183822,0.38559732,2
-1.5972091,-4.3555355,1.4880366,1.0954019,-0.16584504,2.9878066,2
4.202694,-12.037094,0.19531415,1.0954019,-0.16584504,2.9878066,2
4.202694,-12.037094,0.19531415,-2.2618146,-0.7716528,-0.5241069,2
10.704591,-13.2610235,-1.5164514,-2.2618146,-0.7716528,-0.5241069,2
10.704591,-13.2610235,-1.5164514,0.27350685,-1.4897038,-3.1130304,2
6.8365936,-10.681261,-1.9205393,0.27350685,-1.4897038,-3.1130304,2
0.8883354,-9.076574,0.9269197,0.27350685,-1.4897038,-3.1130304,2
0.8883354,-9.076574,0.9269197,1.0744803,0.6995728,-0.04795151,2
0.8883354,-9.076574,0.9269197,1.0199622,0.11880979,2.2214987,2
2.695814,-11.178669,-1.5209379,1.0199622,0.11880979,2.2214987,2
2.695814,-11.178669,-1.5209379,-0.47401747,-1.0152282,-0.19592926,2
8.613564,-15.148063,-0.23958136,-0.47401747,-1.0152282,-0.19592926,2
8.613564,-15.148063,-0.23958136,-1.0677611,-0.9940012,-3.1082964,2
6.982855,-8.196015,-1.902294,-1.0677611,-0.9940012,-3.1082964,2
1.5218352,-12.283256,-0.6786643,-1.0677611,-0.9940012,-3.1082964,2
1.5218352,-12.283256,-0.6786643,0.9952229,1.7538952,0.2765611,2
2.6422744,-9.780363,0.11306087,0.9952229,1.7538952,0.2765611,2
2.6422744,-9.780363,0.11306087,0.6755971,1.1453387,2.0544322,2
9.023932,-15.953846,1.3618152,0.6755971,1.1453387,2.0544322,2
9.023932,-15.953846,1.3618152,-0.41659784,0.25701398,0.19745637,2
9.023932,-15.953846,1.3618152,-1.6937268,-0.7321004,-3.09837,2
6.6984076,-5.6129637,-2.5274189,-1.6937268,-0.7321004,-3.09837,2
6.6984076,-5.6129637,-2.5274189,0.51494426,1.8296403,0.6336013,2
3.4342988,-15.078073,-0.06430711,0.51494426,1.8296403,0.6336013,2
3.4342988,-15.078073,-0.06430711,0.10781454,1.3653964,1.8491874,2
2.3799613,-8.349156,-0.41964126,0.10781454,1.3653964,1.8491874,2
2.3799613,-8.349156,-0.41964126,-0.49280104,0.797003,0.8095253,2
7.5586276,-16.189838,2.2124636,-0.49280104,0.797003,0.8095253,2
7.5586276,-16.189838,2.2124636,-1.8956118,-0.6447493,-3.3346152,2
6.5895343,-1.0199406,-3.4734812,-1.8956118,-0.6447493,-3.3346152,2
8.266305,-20.435303,-0.6149554,-1.8956118,-0.6447493,-3.3346152,2
8.266305,-20.435303,-0.6149554,0.6377245,-0.08506048,0.5134171,2
8.266305,-20.435303,-0.6149554,0.45034716,1.2691879,1.8959172,2
-2.9033911,-3.6248271,0.4941179,0.45034716,1.2691879,1.8959172,2
-2.9033911,-3.6248271,0.4941179,-0.0036650836,-0.68979925,1.3059914,2
10.406385,-18.477377,-0.23958136,-0.0036650836,-0.68979925,1.3059914,2
10.406385,-18.477377,-0.23958136,-2.0336633,-1.5312414,-3.0377433,2
5.1388855,-1.8343977,-3.1980073,-2.0336633,-1.5312414,-3.0377433,2
8.066205,-19.49283,0.3792624,-2.0336633,-1.5312414,-3.0377433,2
8.066205,-19.49283,0.3792624,1.2982031,-1.0022477,0.3461977,2
-0.47347978,-4.870291,-1.7237296,1.2982031,-1.0022477,0.3461977,2
-0.47347978,-4.870291,-1.7237296,0.6102364,1.5572023,0.93658155,2
7.7096744,-18.599411,2.0895324,0.6102364,1.5572023,0.93658155,2
7.7096744,-18.599411,2.0895324,0.4046863,-0.99155784,1.4225105,2
7.7096744,-18.599411,2.0895324,-1.9684553,-1.4831371,-3.2813187,2
4.494319,-2.0638096,-2.6892335,-1.9684553,-1.4831371,-3.2813187,2
8.873484,-21.52344,-0.401396,-1.9684553,-1.4831371,-3.2813187,2
8.873484,-21.52344,-0.401396,1.2232217,0.05787778,0.53754556,2
8.873484,-21.52344,-0.401396,0.37185326,1.3307308,-0.038177952,2
1.2484552,-0.8964112,0.6900302,0.37185326,1.3307308,-0.038177952,2
3.9490547,-20.699411,1.788934,0.37185326,1.3307308,-0.038177952,2
3.9490547,-20.699411,1.788934,0.7035433,0.22143213,2.3583286,2
3.9490547,-20.699411,1.788934,-1.5512466,-1.1486983,-2.8960268,2
8.359326,-2.257329,-3.6975093,-1.5512466,-1.1486983,-2.8960268,2
7.6390862,-21.407986,-1.1177473,-1.5512466,-1.1486983,-2.8960268,2
7.6390862,-21.407986,-1.1177473,0.88084173,0.48241663,-0.18126893,2
7.6390862,-21.407986,-1.1177473,0.26541314,1.2565128,-0.33398074,2
-2.0219352,-0.022731815,0.40917268,0.26541314,1.2565128,-0.33398074,2
3.8880377,-20.671595,3.5216367,0.26541314,1.2565128,-0.33398074,2
3.8880377,-20.671595,3.5216367,0.051616594,2.0275548,2.6025147,2
3.8880377,-20.671595,3.5216367,-1.3560809,-0.63115793,-2.064511,2
12.239287,-3.9287157,-1.8367904,-1.3560809,-0.63115793,-2.064511,2
12.239287,-3.9287157,-1.8367904,-0.7366818,-0.03955236,-1.3140851,2
6.2434726,-20.27947,-2.9279177,-0.7366818,-0.03955236,-1.3140851,2
6.2434726,-20.27947,-2.9279177,-0.266024,1.867971,0.1681357,2
-3.8030925,-1.7500507,1.5182459,-0.266024,1.867971,0.1681357,2
-3.8030925,-1.7500507,1.5182459,0.5625903,0.6426113,3.1493757,2
5.9380884,-15.0634165,0.86889374,0.5625903,0.6426113,3.1493757,2
5.9380884,-15.0634165,0.86889374,-1.2172658,-0.9145911,-1.1083823,2
11.42513,-10.855339,-1.0208379,-1.2172658,-0.9145911,-1.1083823,2
11.42513,-10.855339,-1.0208379,-0.59374356,-0.7663079,-2.1069648,2
6.352944,-12.547065,-2.3204398,-0.59374356,-0.7663079,-2.1069648,2
6.352944,-12.547065,-2.3204398,0.02183779,0.7679877,0.52945185,2
1.1201401,-6.5231338,0.67118675,0.02183779,0.7679877,0.52945185,2
1.1201401,-6.5231338,0.67118675,1.246892,-0.28053162,2.7246842,2
2.4008985,-10.5347,-0.1369891,1.246892,-0.28053162,2.7246842,2
2.4008985,-10.5347,-0.1369891,-1.1945118,-1.2282611,-0.39384377,2
9.881161,-14.982958,-2.1364915,-1.1945118,-1.2282611,-0.39384377,2
9.881161,-14.982958,-2.1364915,-0.5873296,-1.4590087,-2.9225986,2
7.3992057,-9.392128,-1.3339987,-0.5873296,-1.4590087,-2.9225986,2
7.3992057,-9.392128,-1.3339987,0.81181604,0.89336413,0.09773556,2
0.8668,-9.506684,1.1036894,0.81181604,0.89336413,0.09773556,2
2.4879375,-11.045868,-0.6326025,0.81181604,0.89336413,0.09773556,2
2.4879375,-11.045868,-0.6326025,1.327982,0.12507097,2.4071963,2
2.4879375,-11.045868,-0.6326025,-0.60031015,-1.1943591,-0.10491302,2
9.706784,-15.339489,-0.9954142,-0.60031015,-1.1943591,-0.10491302,2
6.4594245,-7.590931,-2.096711,-0.60031015,-1.1943591,-0.10491302,2
6.4594245,-7.590931,-2.096711,-1.413806,-1.0925003,-2.971772,2
1.4527425,-13.134502,-0.43489552,-1.413806,-1.0925003,-2.971772,2
1.4527425,-13.134502,-0.43489552,0.9504783,1.8765228,0.25411245,2
1.4527425,-13.134502,-0.43489552,0.57328016,1.5961438,1.7719152,2
4.7021956,-10.133305,-0.22313072,0.57328016,1.5961438,1.7719152,2
4.7021956,-10.133305,-0.22313072,-0.20371756,0.3013004,0.6992674,2
6.518348,-14.951253,1.7650058,-0.20371756,0.3013004,0.6992674,2
6.518348,-14.951253,1.7650058,-1.7714571,-0.52975726,-3.1049366,2
6.5892353,-2.411367,-2.763411,-1.7714571,-0.52975726,-3.1049366,2
6.5892353,-2.411367,-2.763411,0.351848,1.1080769,0.69468606,2
5.7957153,-19.770996,-0.7211369,0.351848,1.1080769,0.69468606,2
5.7957153,-19.770996,-0.7211369,-0.12843063,1.9779234,1.1606098,2
2.9739795,-7.260422,-0.23958136,-0.12843063,1.9779234,1.1606098,2
6.1878395,-14.530416,2.3623142,-0.12843063,1.9779234,1.1606098,2
6.1878395,-14.530416,2.3623142,-0.072232686,-0.13026318,1.5721681,2
6.1878395,-14.530416,2.3623142,-1.9147007,-0.58610797,-3.5777323,2
6.0302124,-1.3953147,-2.8537402,-1.9147007,-0.58610797,-3.5777323,2
6.0302124,-1.3953147,-2.8537402,0.8000572,-0.17684028,0.8141067,2
8.3377905,-21.182463,-1.3268201,0.8000572,-0.17684028,0.8141067,2
8.3377905,-21.182463,-1.3268201,-0.082006246,1.7661121,0.6844544,2
-1.8104694,-1.1952149,-0.5727819,-0.082006246,1.7661121,0.6844544,2
-1.8104694,-1.1952149,-0.5727819,0.48256934,-0.4535541,2.407807,2
8.922537,-18.548264,2.992524,0.48256934,-0.4535541,2.407807,2
8.922537,-18.548264,2.992524,-2.3375597,-1.304617,-2.5125675,2
7.010372,-2.7173493,-3.4082768,-2.3375597,-1.304617,-2.5125675,2
7.010372,-2.7173493,-3.4082768,1.253764,-0.36253786,-0.512959,2
7.413264,-20.169401,-1.547259,1.253764,-0.36253786,-0.512959,2
7.413264,-20.169401,-1.547259,-0.33795124,1.1442696,0.0013744063,2
0.32093734,-1.2272189,0.57487565,-0.33795124,1.1442696,0.0013744063,2
0.32093734,-1.2272189,0.57487565,1.267508,-0.5363239,2.9186282,2
4.8562336,-17.296518,1.2191432,1.267508,-0.5363239,2.9186282,2
4.8562336,-17.296518,1.2191432,-1.8782026,-1.7273233,-2.1544583,2
8.391031,-6.1528444,-3.1286156,-1.8782026,-1.7273233,-2.1544583,2
8.391031,-6.1528444,-3.1286156,0.73622364,-0.58519167,-1.0908206,2
7.4476604,-17.950657,-1.0025927,0.73622364,-0.58519167,-1.0908206,2
7.4476604,-17.950657,-1.0025927,0.061848287,1.2821684,-0.028098974,2
-0.9499506,-3.347858,-0.5407779,0.061848287,1.2821684,-0.028098974,2
-0.9499506,-3.347858,-0.5407779,1.1812259,0.10017895,2.7153687,2
5.1062837,-16.267904,2.21366,1.1812259,0.10017895,2.7153687,2
5.1062837,-16.267904,2.21366,-1.1781716,-0.67880404,-1.9472283,2
9.169894,-7.7327056,-2.4909284,-1.1781716,-0.67880404,-1.9472283,2
9.169894,-7.7327056,-2.4909284,0.06383354,-0.2301367,-1.5393351,2
7.242177,-15.626328,-2.437688,0.06383354,-0.2301367,-1.5393351,2
7.242177,-15.626328,-2.437688,0.34696123,1.8267387,0.00167983,2
-1.6767704,-3.7091742,0.17706887,0.34696123,1.8267387,0.00167983,2
-1.6767704,-3.7091742,0.17706887,0.8643489,0.9735378,2.9282491,2
3.4522448,-12.6370945,0.7091728,0.8643489,0.9735378,2.9282491,2
3.4522448,-12.6370945,0.7091728,-0.9084826,-0.19424942,-0.794865,2
11.997015,-13.817354,-0.48185465,-0.9084826,-0.19424942,-0.794865,2
11.997015,-13.817354,-0.48185465,-1.3441694,-0.25258535,-2.9522247,2
