ax,ay,az,label
2.5609183,-10.307682,1.3603196,1
4.638487,-11.329118,0.24945176,1
2.236691,-10.915758,-0.031106694,1
3.1905298,-9.202198,0.03589234,1
4.818547,-9.456435,-1.1650056,1
2.8728826,-10.714761,-0.30119655,1
3.3849468,-10.17129,1.3124632,1
2.2878375,-10.625628,1.8041883,1
1.6648064,-10.019346,2.074278,1
3.2087753,-11.137393,0.80578303,1
3.347559,-12.186945,-0.033499517,1
3.2823544,-9.783953,-0.60777694,1
2.5962126,-7.070492,-1.1910275,1
7.304091,-11.573784,-2.5531418,1
2.079662,-9.734002,0.45134616,1
2.8232317,-9.846166,1.5086746,1
2.6407788,-10.251151,1.5469599,1
4.3372903,-11.35185,-0.474078,1
2.6018956,-11.460723,-0.1594218,1
2.1242282,-7.797312,-0.4971089,1
6.463612,-9.769596,-2.8773692,1
1.887638,-10.982159,0.36191443,1
2.9769704,-9.905987,1.2981063,1
2.682055,-9.943673,1.6992031,1
3.7483566,-11.275878,1.137488,1
2.6862426,-11.886945,-0.30418757,1
2.774478,-9.372088,-0.41515473,1
4.8433723,-8.875876,-1.9555343,1
4.0360937,-10.924432,-1.3498511,1
1.4539388,-10.13809,1.7144574,1
2.4990041,-10.456037,1.9103698,1
2.2788644,-10.464711,2.3327029,1
1.3387842,-11.176576,1.1533405,1
3.9565322,-9.345767,-0.36430725,1
3.2015967,-9.829716,-1.4500505,1
4.3495536,-9.648459,-2.8974092,1
2.236691,-10.177871,-0.506082,1
2.7897322,-10.28166,2.0793629,1
2.458326,-10.272088,1.6049858,1
4.075276,-11.030314,1.5786648,1
2.1218355,-12.18545,-0.6942177,1
3.0672996,-9.196216,-0.39451665,1
3.5928233,-8.568698,-1.9238294,1
5.0712886,-11.614761,-1.6645073,1
1.2804592,-9.6015,1.5326029,1
2.7092733,-9.985548,1.8801605,1
2.9587252,-10.2927265,1.730908,1
4.2664027,-11.229517,-0.19770697,1
2.6042883,-11.496915,-0.19292133,1
1.9531415,-7.5376906,-0.5027919,1
6.841379,-9.854242,-2.9745777,1
1.7730815,-11.067403,0.50159544,1
2.7849464,-10.022636,1.186541,1
2.670091,-9.960423,1.1946167,1
4.488038,-11.832209,0.69272214,1
2.0428724,-10.882258,-0.39810586,1
2.946163,-8.884252,-0.16181463,1
5.2402816,-9.88834,-1.8290138,1
2.6775684,-10.862517,-0.87308115,1
2.7858438,-9.969695,2.2004995,1
2.1658037,-10.561321,1.951646,1
1.6519449,-10.890932,1.2861422,1
2.797808,-11.110174,-0.09332009,1
3.5724843,-11.42483,-0.06430711,1
1.649253,-7.5813594,-0.98883396,1
6.3768725,-11.330913,-2.0087745,1
2.1891336,-9.788738,0.8279166,1
2.6159534,-9.923634,1.4171492,1
2.2298117,-10.42493,1.3755739,1
4.6340003,-11.379666,0.39930227,1
2.562115,-11.374581,-0.73519474,1
2.2812574,-8.148159,-0.541077,1
6.018846,-9.144172,-2.6377878,1
3.4121652,-11.199606,-0.9616156,1
2.102992,-9.804292,1.6863418,1
3.161218,-9.844072,1.2346965,1
3.493222,-10.92832,1.5517455,1
1.9073788,-12.209079,-0.63978094,1
3.3221352,-9.231809,-1.1943176,1
4.2044883,-8.145766,-2.5995028,1
5.305785,-11.017154,-2.5238297,1
1.9235303,-9.947562,0.8925229,1
2.6138597,-9.98824,1.5613167,1
1.5053846,-10.392029,2.056033,1
2.7293134,-10.193126,2.4999015,1
-2.243271,-12.067902,1.0776675,1
1.9049859,-10.045368,-0.2111666,1
3.2784662,-9.499506,-2.134697,1
3.205186,-10.307083,-3.0176485,1
2.2567308,-9.868599,0.6017949,1
2.879762,-10.3181505,2.0440688,1
2.6712873,-10.410573,1.3253247,1
4.9342995,-11.475977,0.87188476,1
2.3309083,-11.179566,-1.1276177,1
2.7182465,-8.181359,-0.5766702,1
5.616553,-8.689835,-2.847758,1
4.362116,-11.462518,-1.5514464,1
1.7488543,-9.498309,1.4291133,1
3.1525438,-9.882358,1.4991034,1
3.165106,-10.7016,1.4799608,1
2.8686953,-11.848062,-0.18005991,1
3.6203406,-10.121041,-0.5521438,1
2.161018,-7.9666038,-1.125823,1
6.3517475,-9.975977,-2.0135603,1
2.2695923,-11.205888,0.50069815,1
2.7762725,-9.807282,1.1988041,1
1.9163518,-9.961321,1.4847465,1
5.068896,-11.251351,1.3558332,1
2.507678,-11.81845,-0.66370916,1
3.9981074,-9.030213,-0.8644072,1
3.5706897,-8.66112,-2.2621148,1
1.3830515,-10.742278,-1.1889337,1
3.638586,-10.648061,0.7585248,1
2.2854447,-10.596914,1.361217,1
2.079662,-10.868798,1.0423734,1
4.0187454,-10.931012,-1.3770695,1
2.6751757,-10.029816,-0.12831512,1
2.5588248,-9.774382,-1.3241283,1
5.88425,-8.937791,-1.3043875,1
2.3835504,-10.721939,0.15493527,1
2.774478,-10.166804,1.0088738,1
1.4359927,-10.402797,1.2816557,1
4.8320065,-11.660225,0.9197412,1
2.1134605,-11.563016,-0.33439696,1
2.1604197,-9.423235,-0.4543372,1
5.8268223,-8.932407,-2.6407788,1
2.2295125,-10.601102,-0.5455636,1
2.8082764,-10.015458,1.0956137,1
2.242374,-10.264611,1.3836497,1
2.6048865,-10.411171,2.1828525,1
0.1902294,-13.023536,-1.602593,1
2.4281168,-8.632706,-1.0516455,1
7.878967,-7.975876,-1.8687944,1
1.5017953,-10.888539,-0.9065807,1
1.8747765,-10.202697,2.8139594,1
4.134199,-9.801899,3.6062827,1
3.5557344,-10.104292,2.487339,1
4.0845485,-11.555838,-0.38853458,1
3.1540394,-11.224731,-0.43639103,1
2.1771696,-7.0316086,-0.6789634,1
-2.5519454,4.4051867,7.609475,1
-1.6154544,3.7935212,8.557033,1
0.023629123,3.758526,8.692527,1
-2.0051854,3.735196,7.7850485,1
-0.3915256,2.8992038,8.1682,1
0.07477571,1.474577,9.859925,1
0.2318047,0.41635114,10.10818,1
1.7225332,0.5620142,9.328718,1
4.004987,0.30299118,10.718649,1
3.8267217,-0.48753762,9.632308,1
3.3906298,0.45822555,10.100702,1
2.455036,-0.3502494,8.873484,1
3.0107691,-0.17497516,9.042776,1
2.658426,-1.1210374,9.322437,1
8.598608,-7.8723865,3.7923248,1
9.294023,-6.0840507,-0.69900334,1
6.198308,-7.2786674,-0.85872424,1
5.176573,-10.349855,-1.5672989,1
3.19382,-10.87837,0.16031912,1
2.6635108,-9.685548,1.6175481,1
3.1797621,-11.178071,1.6393826,1
2.4855444,-9.650852,1.3492528,1
4.9989057,-12.289836,-0.08733802,1
1.9375881,-11.6440735,-0.42681974,1
1.244866,-7.18445,-0.77407813,1
6.3418775,-11.363515,-3.7686956,1
1.8323039,-10.456934,0.1381855,1
2.8076782,-9.690633,1.410868,1
2.8728826,-10.518848,1.236192,1
4.434798,-11.837593,-0.75194454,1
1.5481563,-11.415559,-0.3272185,1
1.9680966,-7.2068825,-1.0698909,1
5.6506505,-12.102598,-3.1244283,1
1.7985053,-9.873684,0.9816555,1
1.7506489,-10.037592,1.212862,1
2.7026932,-10.864612,0.86560357,1
4.1605206,-11.358729,-0.46989053,1
2.876472,-11.68864,0.4779663,1
1.2206386,-8.085348,-0.49501517,1
5.832505,-10.294521,-1.5275182,1
2.6596224,-11.099407,0.025423741,1
2.687439,-10.503295,1.2134602,1
0.28893334,-11.000404,1.3764713,1
4.415356,-11.573784,-0.30000013,1
3.8111682,-11.821142,1.8155541,1
0.8012965,-8.95125,0.25633112,1
6.1794643,-10.687243,-2.9437702,1
1.2918252,-10.965409,0.25932217,1
2.1227329,-9.552148,1.4985052,1
2.551048,-10.705488,1.3821542,1
3.9391842,-12.116057,-0.39930227,1
1.538884,-11.291431,0.389731,1
1.5607185,-7.719246,-1.0971092,1
5.220541,-12.666407,-2.3641088,1
1.9247267,-9.634999,1.4548361,1
1.3519448,-10.077373,0.91615194,1
5.011767,-12.171092,0.045762733,1
2.6090739,-11.882159,1.0393823,1
2.740081,-9.389137,2.3204398,1
3.8811584,-11.3778715,-2.1421745,1
2.7095726,-10.604093,1.2918252,1
1.3037893,-10.476077,2.2674985,1
0.15583257,-10.339985,2.1975086,1
3.7106698,-12.241382,0.47048876,1
2.429014,-12.126825,0.52582276,1
1.0387841,-9.788738,-0.22671995,1
5.030012,-9.353843,-3.2482567,1
0.86111706,-10.917552,0.092422776,1
2.1388843,-10.226027,2.3886352,1
3.0556345,-9.971789,1.7398812,1
4.6408796,-12.429816,0.01585245,1
2.2292135,-14.003995,-0.8066803,1
1.2843475,-4.004987,0.07866404,1
6.152246,-10.543375,-5.805586,1
3.1301112,-11.118549,0.17647067,1
2.2277179,-10.188041,1.4826528,1
2.7278178,-9.916455,1.9447666,1
2.7852457,-11.028819,1.8547367,1
-0.9194421,-13.568202,-0.2638087,1
3.4689946,-8.193623,-1.1428719,1
5.326124,-5.645267,-3.525824,1
5.2666025,-10.957034,-5.853143,1
2.5818555,-9.71127,0.5808577,1
4.619344,-9.547362,1.1213365,1
3.3891342,-9.672089,0.8171489,1
2.7406793,-12.932907,-0.7689934,1
1.0130613,-11.190932,-1.0202397,1
3.3149567,-6.949355,-2.4038894,1
4.339982,-11.560025,-4.3734818,1
4.3890347,-9.115757,1.5206388,1
1.9336998,-10.4348,1.2487543,1
2.4771698,-10.636097,0.64277196,1
4.62413,-12.42533,-0.5509474,1
2.5459633,-10.027721,1.259522,1
1.4204394,-10.700703,-2.3225334,1
1.5729818,-10.348061,-0.5189434,1
3.1971102,-10.756934,1.2164512,1
1.2077773,-10.273883,2.0051854,1
3.190829,-12.024233,0.17527425,1
2.9330025,-12.033804,0.6358926,1
1.2206386,-9.298808,-0.54317075,1
5.6688957,-8.1020975,-3.205186,1
1.1234303,-11.22832,0.45074797,1
3.5892339,-10.756037,2.4320052,1
4.2741795,-8.816954,1.3166506,1
6.065207,-10.05494,-0.9798609,1
5.532505,-11.632109,-2.9437702,1
3.8099718,-6.5608206,-1.5346966,1
6.3604217,-9.348459,-2.9009984,1
1.7994026,-12.478271,1.1090733,1
3.9783669,-9.276375,0.79740816,1
1.5999011,-11.216954,1.2343974,1
3.7489548,-9.557233,-1.6516458,1
0.80817586,-10.209875,-2.8695927,1
1.8014964,-10.653744,-1.6692929,1
4.169194,-7.906484,-3.8359938,1
2.245963,-10.529616,-2.4804597,1
2.9338996,-11.452647,0.43788654,1
1.2774682,-9.692726,1.7060826,1
5.212465,-11.850753,1.2765709,1
2.4867408,-12.804293,-0.59342,1
1.0495518,-8.695218,0.032303106,1
6.492027,-9.391231,-3.8066816,1
0.44626144,-11.333903,1.5891334,1
3.211168,-9.933504,1.1961123,1
2.586342,-10.458131,1.4581263,1
4.200301,-11.627623,-0.2638087,1
1.8640088,-11.746964,-0.18993029,1
0.8712866,-7.3980093,-0.33559337,1
6.716055,-12.14537,-2.5354948,1
0.48933223,-10.530214,1.1446666,1
2.5262225,-10.270294,1.7754744,1
1.4006985,-11.072488,1.4488541,1
0.9502497,-10.948659,0.8554341,1
4.185645,-9.72144,-1.492224,1
2.3021946,-9.302996,-2.7708886,1
2.7338,-10.278968,-3.1773694,1
2.3353949,-10.49163,0.74207413,1
2.9997022,-10.27807,1.5942181,1
3.3675988,-10.156635,1.1288141,1
3.3900316,-11.543574,0.91495556,1
1.7751753,-12.383156,-0.40289152,1
2.3566313,-8.973683,-0.4010969,1
5.8097734,-8.9775715,-3.1797621,1
1.1961123,-10.566107,-0.47108695,1
2.477768,-10.5347,1.2442678,1
2.6132615,-10.01845,1.0486546,1
4.2598224,-11.735898,0.8790632,1
2.1702902,-11.850753,-0.49980083,1
1.6791633,-8.959925,-0.42951167,1
5.038088,-9.283554,-2.871088,1
1.1111671,-10.806885,-0.55393845,1
2.8381867,-10.628919,1.9824536,1
2.1340988,-10.509576,1.9722841,1
1.8361923,-10.299007,2.614757,1
-2.4882364,-11.395518,2.3057837,1
0.65653074,-11.18495,0.8285148,1
5.1269217,-7.681559,-1.817947,1
4.6055856,-8.819346,-4.0977087,1
3.2629128,-11.148459,-0.12921242,1
3.2476585,-9.761221,1.7237296,1
3.1669009,-9.88475,1.4838492,1
3.1193435,-11.423037,1.2311072,1
2.4409783,-12.169597,-0.23838496,1
2.865405,-9.3975115,-0.061615184,1
3.400201,-8.856135,-2.0832512,1
4.5726843,-11.331511,-0.9804591,1
0.59581286,-9.876974,1.6992031,1
2.2067807,-10.250553,1.4249259,1
3.7923248,-11.404791,1.3537394,1
1.9674984,-12.455539,-0.6239285,1
2.0404794,-9.112167,-0.389731,1
5.471189,-9.164511,-3.165106,1
0.70947194,-10.411171,0.22731815,1
2.9847472,-10.629815,1.7264216,1
2.5725834,-10.154541,1.4593227,1
5.0530434,-11.694023,-0.13010973,1
2.0823538,-12.281162,0.104985096,1
1.6133606,-7.6959157,0.36011982,1
6.2315083,-9.946067,-3.51386,1
0.87278205,-10.918151,0.92572325,1
3.3684962,-10.659726,0.38344982,1
0.8970094,-10.522438,0.90059865,1
1.250848,-10.978569,2.1882362,1
-0.7076773,-11.740982,-0.72293156,1
0.14416756,-10.206285,-1.6761723,1
-0.3822534,-10.191629,-1.9935204,1
0.22671995,-9.807881,-2.5292134,1
-0.9637093,-10.211072,-2.2989044,1
-0.9379865,-10.324431,-2.2989044,1
0.47138608,-9.401101,-2.2585254,1
1.0103694,-10.554741,-3.656233,1
1.4958133,-10.459925,-1.9522442,1
1.1312069,-10.856236,1.2035898,1
1.3719847,-10.728519,2.1747768,1
2.8743782,-10.117153,3.9080775,1
4.2870407,-10.095019,1.2074782,1
2.114657,-13.131811,-0.66999036,1
1.841277,-8.719745,-0.7465607,1
5.178068,-8.2914295,-3.0233314,1
2.8319056,-11.332707,-1.9848464,1
1.3591232,-10.234402,1.7294126,1
2.480759,-10.15484,1.5652051,1
3.336492,-10.839188,1.3013964,1
2.9572296,-12.479467,-0.39750767,1
2.018944,-10.08485,-0.22372891,1
3.9556348,-8.470293,-2.265405,1
3.295814,-11.676974,-1.96361,1
1.8239291,-9.961021,1.6546369,1
3.0376883,-9.915857,1.151845,1
2.1044874,-10.479965,0.8458628,1
4.971089,-10.983355,-0.4941179,1
3.135495,-12.134303,0.91585284,1
4.5134616,-8.717052,1.8855443,1
2.2899313,-10.994422,0.695115,1
1.8487546,-10.984252,0.5500501,1
2.5603201,-10.865808,1.2457633,1
0.31226337,-10.544272,1.5140585,1
2.7299116,-11.10838,1.1745768,1
2.888436,-11.736795,0.22552353,1
2.4430718,-10.744671,0.76510507,1
1.0725827,-8.814561,-1.3360924,1
5.9620166,-11.756536,-1.7985053,1
0.78394854,-9.95145,0.9987044,1
2.4646072,-9.84168,1.6073786,1
2.376073,-10.738688,1.7676977,1
2.883052,-12.057135,-0.8452646,1
1.9121644,-10.6561365,-0.357727,1
2.2779672,-8.058129,-1.5197415,1
6.283552,-12.088241,-2.4119651,1
0.45074797,-9.967602,1.3271192,1
2.5680969,-10.118649,1.8807586,1
2.682055,-10.252946,2.0730817,1
1.1817553,-12.006586,0.19860429,1
1.1626127,-10.307083,-0.44536412,1
1.910968,-9.7501545,-1.4694922,1
5.118547,-8.953942,-2.7388847,1
3.8751762,-10.022636,-2.3859432,1
1.5083755,-10.432707,1.2430713,1
2.3464618,-10.542178,1.7336,1
2.3955145,-10.315758,1.5167505,1
3.6885362,-11.894123,0.76660055,1
1.6770695,-11.773884,-0.52253264,1
1.6917256,-8.860622,0.0529412,1
6.6077795,-9.498908,-3.7459638,1
0.8108678,-10.69831,0.39870408,1
2.8345976,-10.219446,1.5263218,1
2.4478576,-10.008878,1.3238292,1
4.686343,-12.192628,0.24466611,1
1.3211372,-11.902199,-0.5027919,1
1.166501,-7.8628154,-0.2955136,1
6.253343,-9.611072,-3.6933217,1
1.4940187,-11.260025,1.0067801,1
2.6111677,-10.186545,1.0782657,1
2.7317061,-9.982557,1.1294123,1
3.4097722,-11.5773735,0.7851449,1
2.2360928,-11.889637,-0.38464624,1
2.5124638,-9.110672,-0.048454657,1
4.5631127,-9.302098,-2.1182463,1
3.7100716,-11.059327,-1.2391831,1
2.9437702,-9.987941,1.7590238,1
1.2451651,-10.728519,1.3238292,1
1.8918254,-10.491032,0.9729815,1
3.5709887,-11.40509,-0.6652047,1
2.9979076,-10.381859,0.4860421,1
3.0209386,-10.446166,0.0014955142,1
3.0702906,-9.207282,-2.3365912,1
4.1697927,-11.12842,-1.2544373,1
1.8496519,-10.235897,1.1356934,1
2.5004997,-10.102198,1.1380863,1
2.6096723,-10.7889385,1.4081762,1
3.3834512,-11.618052,-0.82612205,1
2.588735,-10.924731,-0.20488544,1
1.5990037,-7.972885,-1.230509,1
6.594021,-10.803595,-2.1355941,1
1.6420746,-10.513165,0.6011967,1
2.2504497,-9.933205,1.4081762,1
2.2686949,-10.4016,1.5080764,1
3.4830525,-11.7260275,-0.37268212,1
1.6002002,-11.408081,-0.7283154,1
1.5451652,-8.013264,-0.77347994,1
6.2569323,-9.661619,-4.040281,1
1.2445669,-11.080863,0.9490533,1
3.1441689,-10.22154,0.95712906,1
1.9163518,-10.40818,1.1524432,1
2.9530423,-10.306785,2.2169502,1
-1.3603196,-12.112767,-0.4869394,1
1.102194,-10.07169,-1.0031909,1
3.505186,-9.359226,-1.4790635,1
5.0623155,-10.905588,-2.4846473,1
1.8966111,-10.436894,1.4138591,1
2.8806593,-9.873384,0.74446696,1
2.7074788,-10.64148,0.85064846,1
1.7449659,-12.37867,-1.9833509,1
2.038984,-8.59113,-1.8248264,1
1.5146568,-8.976674,-3.0852456,1
2.7110682,-9.902099,-4.1638107,1
2.8525436,-10.554143,-0.98016,1
2.1329024,-10.591231,0.6119644,1
2.606681,-10.191331,1.1036894,1
2.74038,-10.637592,1.707279,1
3.4657044,-11.614462,-0.8781659,1
1.8511474,-11.607284,-0.29252258,1
1.4318053,-7.6884384,-1.2340983,1
5.7687964,-11.410773,-3.114857,1
1.6836498,-10.098011,1.0893325,1
2.7705896,-9.966106,1.0869397,1
2.0518453,-10.3746805,1.2439687,1
3.5243287,-11.088041,0.7148558,1
2.3751755,-11.98535,-0.53359944,1
2.0431714,-9.348459,-0.64277196,1
3.9128633,-8.6192465,-2.0691934,1
4.7216372,-11.482259,-2.3668008,1
1.7353946,-9.475877,1.2119647,1
2.018944,-10.152148,1.5197415,1
3.2536407,-11.027323,1.038485,1
1.637588,-11.72842,-0.40648076,1
2.4915266,-9.88475,-0.43429732,1
2.4182463,-9.643972,-1.2909278,1
4.1889353,-10.11506,-1.3528421,1
2.0249262,-10.76501,-0.055633128,1
3.1286156,-10.244571,1.692922,1
1.1994023,-10.84158,1.5843477,1
1.1273186,-10.529317,1.8595223,1
1.7291135,-10.85833,1.055833,1
2.0820549,-10.603495,-0.8222337,1
3.5820556,-11.007283,-0.6789634,1
2.3668008,-9.685548,-1.2469597,1
-2.00698,3.196512,9.549157,2
-1.7054844,3.2659037,8.268698,2
-1.9615164,3.912265,7.0615187,2
-4.086044,3.2027931,9.84168,2
-2.3679972,3.6110685,7.9683986,2
-2.2624137,2.207678,9.214461,2
-1.820938,2.9015965,7.791629,2
-1.7324036,3.7567315,8.878269,2
0.45224348,2.3168504,10.162318,2
0.06430711,1.6058831,9.164511,2
0.061914288,2.5109682,9.120842,2
-0.9705887,2.9222345,9.410074,2
-0.72352976,1.0025927,10.897512,2
-0.64905316,1.5786648,8.395218,2
-1.974976,-1.0663016,4.211667,2
12.757633,-9.852148,3.4648073,2
15.320047,-8.948259,7.0112696,2
5.002196,-4.42403,1.6585252,2
5.349454,-10.1683,2.3383858,2
2.7523441,-11.512468,1.2337992,2
2.6144578,-8.383254,2.362015,2
4.124628,-10.738688,0.5667999,2
2.1424735,-9.667602,-0.79441714,2
4.6767716,-13.897813,-0.2335993,2
4.156632,-7.123134,-3.475874,2
1.4850456,-9.668798,0.06550352,2
10.173983,-14.529818,-1.4422739,2
5.9416776,-10.80509,-3.0822546,2
0.4851448,-7.187142,0.029012974,2
2.2271197,-10.257433,-0.1274178,2
11.215459,-14.12902,-1.0046864,2
6.062814,-12.546467,-2.7179475,2
-0.40887356,-5.6129637,1.0097711,2
2.9835508,-12.899109,-0.6415756,2
11.743076,-10.873585,-1.3579268,2
7.998907,-17.178673,-3.4271202,2
-2.5615165,-1.5005989,0.97926265,2
5.7197433,-18.883858,1.9208384,2
